,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Utilization_Ratio,Total_Trans_Amt,Total_Trans_Ct,avg_spend,cluster_label,Education_Level,Card_Category
2643,34,3,5,2259.0,1346,0.596,7745.0,88,88.01136363636364,2,Graduate,Blue
2648,36,3,3,8979.0,1289,0.144,7422.0,87,85.3103448275862,2,High School,Blue
2651,36,1,5,12265.0,1412,0.115,7470.0,82,91.09756097560975,2,Graduate,Blue
2658,38,2,3,16592.0,1435,0.086,7642.0,89,85.86516853932584,2,College,Blue
2660,42,2,3,8786.0,1559,0.177,8575.0,92,93.20652173913044,2,High School,Blue
2661,38,2,3,34516.0,0,0.0,7686.0,89,86.35955056179775,2,College,Silver
2664,43,1,3,6058.0,0,0.0,4754.0,60,79.23333333333333,2,Graduate,Blue
2670,42,2,3,21046.0,1631,0.077,7653.0,95,80.5578947368421,2,Graduate,Blue
2672,39,1,3,19387.0,810,0.042,7604.0,87,87.40229885057471,2,Uneducated,Blue
2677,32,1,3,7566.0,1618,0.214,7570.0,88,86.02272727272727,2,High School,Blue
2681,31,1,3,9511.0,2220,0.233,7041.0,95,74.11578947368422,2,Uneducated,Blue
2690,43,1,3,2781.0,1950,0.701,9331.0,93,100.33333333333333,2,Graduate,Blue
2691,31,2,5,34516.0,1991,0.058,7520.0,79,95.18987341772151,2,Post-Graduate,Silver
2692,36,2,3,7136.0,2345,0.329,7729.0,86,89.87209302325581,2,Unknown,Blue
2694,31,2,3,31497.0,2192,0.07,7685.0,92,83.53260869565217,2,Graduate,Silver
2696,33,5,3,2879.0,0,0.0,4684.0,56,83.64285714285714,2,Unknown,Blue
2698,39,2,3,34516.0,2517,0.073,8087.0,86,94.03488372093024,2,Doctorate,Blue
2709,41,2,3,3608.0,2517,0.698,4907.0,53,92.58490566037736,2,Graduate,Blue
2715,37,1,3,27318.0,2416,0.088,7481.0,96,77.92708333333333,2,Uneducated,Blue
2716,36,1,3,9766.0,1575,0.161,7605.0,101,75.29702970297029,2,High School,Blue
2721,46,5,3,16828.0,2517,0.15,4939.0,63,78.39682539682539,2,High School,Blue
2728,36,2,3,2984.0,2512,0.842,8296.0,91,91.16483516483517,2,Graduate,Blue
2735,37,2,5,1838.0,1155,0.628,7688.0,93,82.66666666666667,2,Graduate,Blue
2736,33,1,3,34516.0,1228,0.036,7854.0,89,88.24719101123596,2,College,Blue
2738,36,2,5,17072.0,1519,0.089,8591.0,99,86.77777777777777,2,High School,Blue
2739,46,2,3,25737.0,1168,0.045,7722.0,94,82.14893617021276,2,High School,Blue
2741,32,2,3,2609.0,1259,0.483,8677.0,96,90.38541666666667,2,College,Blue
2744,46,2,3,25736.0,1388,0.054,7209.0,91,79.21978021978022,2,Graduate,Blue
2745,36,2,3,7997.0,1096,0.137,7747.0,104,74.49038461538461,2,Uneducated,Blue
2748,40,2,5,10677.0,0,0.0,8637.0,94,91.88297872340425,2,Graduate,Silver
2750,35,2,3,15987.0,1973,0.123,7345.0,98,74.94897959183673,2,College,Gold
2752,29,2,3,7650.0,2045,0.267,8609.0,109,78.98165137614679,2,Graduate,Blue
2755,46,1,3,11765.0,1429,0.121,8914.0,99,90.04040404040404,2,Graduate,Blue
2757,34,6,3,23026.0,2517,0.109,4909.0,52,94.40384615384616,2,Post-Graduate,Blue
2759,36,1,3,3723.0,1728,0.464,8554.0,99,86.4040404040404,2,Unknown,Blue
2763,41,2,3,13743.0,0,0.0,9406.0,106,88.73584905660377,2,College,Blue
2764,36,5,3,23981.0,1696,0.071,8646.0,97,89.1340206185567,2,Unknown,Gold
2768,31,1,5,20734.0,2517,0.121,8888.0,103,86.29126213592232,2,Uneducated,Blue
2769,32,2,3,34516.0,531,0.015,5418.0,65,83.35384615384615,2,Graduate,Platinum
2774,39,4,3,9110.0,2517,0.276,5290.0,69,76.66666666666667,2,Unknown,Blue
2776,36,1,3,20176.0,2219,0.11,8255.0,86,95.98837209302326,2,Graduate,Silver
2778,36,1,3,6616.0,831,0.126,9065.0,85,106.6470588235294,2,Graduate,Blue
2816,41,2,3,34516.0,0,0.0,13376.0,122,109.63934426229508,2,Post-Graduate,Silver
2836,36,5,3,12494.0,0,0.0,7026.0,69,101.82608695652173,2,Graduate,Blue
2837,33,2,4,34516.0,638,0.018,13085.0,122,107.25409836065573,2,Unknown,Blue
2884,36,2,3,3882.0,2029,0.523,13980.0,122,114.59016393442623,2,Graduate,Blue
2886,36,6,3,34516.0,572,0.017,8659.0,81,106.90123456790124,2,Uneducated,Blue
2899,29,2,3,34516.0,2517,0.073,6782.0,67,101.22388059701493,2,Graduate,Gold
2903,36,2,3,3999.0,0,0.0,7567.0,76,99.5657894736842,2,Graduate,Blue
2914,39,2,3,16983.0,0,0.0,8526.0,79,107.92405063291139,2,College,Blue
2934,36,3,4,3468.0,2221,0.64,14222.0,122,116.57377049180327,2,Post-Graduate,Blue
2938,36,3,3,15987.0,0,0.0,7832.0,73,107.28767123287672,2,Uneducated,Gold
2953,39,3,3,13344.0,1907,0.143,8534.0,86,99.23255813953489,2,College,Blue
2963,31,3,3,3952.0,0,0.0,8241.0,82,100.5,2,High School,Blue
2984,36,2,3,34516.0,941,0.027,12042.0,117,102.92307692307692,2,Graduate,Silver
2985,36,1,3,3216.0,1480,0.46,14178.0,122,116.21311475409836,2,High School,Blue
3072,36,4,3,22754.0,0,0.0,8531.0,77,110.79220779220779,2,High School,Blue
