,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Utilization_Ratio,Total_Trans_Amt,Total_Trans_Ct,avg_spend,cluster_label,Education_Level,Card_Category
1380,26,3,2,34516.0,904,0.026,3910.0,68,57.5,0,College,Silver
1381,23,5,2,4121.0,2084,0.506,3462.0,49,70.65306122448979,0,Graduate,Blue
1382,36,6,1,10074.0,1079,0.107,3338.0,65,51.353846153846156,0,Doctorate,Silver
1385,36,5,3,2758.0,2017,0.731,4119.0,73,56.42465753424658,0,High School,Blue
1386,36,3,2,6743.0,1737,0.258,1934.0,30,64.46666666666667,0,Unknown,Blue
1388,34,3,2,1853.0,0,0.0,4544.0,72,63.111111111111114,0,Graduate,Blue
1389,40,4,1,3614.0,0,0.0,4561.0,82,55.6219512195122,0,Unknown,Blue
1390,44,3,2,2077.0,1634,0.787,4292.0,66,65.03030303030303,0,Graduate,Blue
1391,20,6,2,2037.0,1349,0.662,4574.0,84,54.45238095238095,0,College,Blue
1392,23,5,1,14914.0,1102,0.074,4478.0,87,51.47126436781609,0,Doctorate,Blue
1395,40,1,1,1438.3,0,0.0,1632.0,36,45.333333333333336,0,Unknown,Blue
1396,33,1,3,1748.0,1103,0.631,2335.0,41,56.951219512195124,0,Graduate,Blue
1397,26,3,2,4034.0,1867,0.463,3718.0,72,51.638888888888886,0,High School,Blue
1398,31,5,2,12228.0,2137,0.175,3831.0,68,56.338235294117645,0,Uneducated,Blue
1400,25,5,1,16665.0,1147,0.069,4657.0,78,59.705128205128204,0,Graduate,Blue
1401,26,6,1,3139.0,1089,0.347,4648.0,80,58.1,0,Unknown,Blue
1402,36,5,1,19865.0,0,0.0,4350.0,83,52.40963855421687,0,Unknown,Blue
1403,36,4,1,2544.0,0,0.0,3593.0,64,56.140625,0,College,Blue
1405,27,6,2,5363.0,0,0.0,4121.0,78,52.833333333333336,0,Uneducated,Blue
1407,24,4,3,2171.0,1415,0.652,4992.0,77,64.83116883116882,0,High School,Blue
1408,39,2,2,34516.0,1964,0.057,2234.0,49,45.59183673469388,0,Unknown,Silver
1409,36,6,2,2514.0,1845,0.734,3696.0,71,52.056338028169016,0,Unknown,Blue
1411,41,3,2,2425.0,0,0.0,1522.0,36,42.27777777777778,0,Unknown,Blue
1412,51,3,3,11619.0,0,0.0,2395.0,49,48.87755102040816,0,Graduate,Blue
1413,43,4,1,2393.0,1499,0.626,4755.0,82,57.98780487804878,0,Graduate,Blue
1415,23,6,3,2483.0,1297,0.522,3478.0,64,54.34375,0,Unknown,Blue
1419,33,5,1,6225.0,1596,0.256,4129.0,71,58.15492957746479,0,High School,Blue
1421,33,4,1,3135.0,0,0.0,4116.0,68,60.529411764705884,0,Uneducated,Blue
1422,55,3,2,8963.0,0,0.0,4511.0,76,59.35526315789474,0,Uneducated,Blue
1423,48,5,2,1723.0,0,0.0,2574.0,43,59.86046511627907,0,Uneducated,Blue
1425,48,4,2,1438.3,801,0.557,4223.0,60,70.38333333333334,0,Doctorate,Blue
1426,36,6,2,2331.0,1709,0.733,4417.0,69,64.01449275362319,0,Graduate,Blue
1427,18,3,3,1895.0,1146,0.605,4333.0,72,60.18055555555556,0,Uneducated,Blue
1428,36,5,2,3589.0,1808,0.504,4262.0,70,60.885714285714286,0,Graduate,Blue
1430,28,3,2,2751.0,2258,0.821,4386.0,67,65.46268656716418,0,High School,Blue
1432,47,5,2,9106.0,975,0.107,3863.0,74,52.2027027027027,0,Post-Graduate,Blue
1433,49,2,2,10195.0,0,0.0,2489.0,54,46.092592592592595,0,College,Blue
1434,37,6,1,1837.0,665,0.362,4752.0,88,54.0,0,Uneducated,Blue
1437,45,5,1,5264.0,0,0.0,4943.0,70,70.61428571428571,0,Graduate,Blue
1438,36,3,2,3698.0,478,0.129,2051.0,31,66.16129032258064,0,Uneducated,Blue
1440,36,6,3,2976.0,2257,0.758,3837.0,57,67.3157894736842,0,High School,Blue
1441,28,6,2,6936.0,0,0.0,2874.0,44,65.31818181818181,0,Graduate,Blue
1442,20,6,4,15987.0,1965,0.123,4542.0,70,64.88571428571429,0,Graduate,Gold
1444,30,3,2,7195.0,0,0.0,2751.0,47,58.53191489361702,0,Uneducated,Blue
1445,36,3,1,1956.0,1053,0.538,4924.0,70,70.34285714285714,0,Doctorate,Blue
1446,30,3,2,2759.0,0,0.0,2061.0,47,43.851063829787236,0,Unknown,Blue
1447,36,3,1,6038.0,0,0.0,4375.0,81,54.01234567901235,0,Graduate,Blue
1448,35,4,2,1438.3,0,0.0,3778.0,69,54.7536231884058,0,Graduate,Blue
1449,44,2,3,3201.0,2517,0.786,1880.0,42,44.76190476190476,0,Graduate,Blue
1450,36,6,1,2761.0,0,0.0,3706.0,65,57.01538461538462,0,Uneducated,Blue
1451,41,5,1,5630.0,748,0.133,4904.0,81,60.54320987654321,0,High School,Blue
1454,25,3,3,2900.0,2517,0.868,2180.0,31,70.3225806451613,0,College,Blue
1455,46,6,2,2254.0,533,0.236,4913.0,84,58.48809523809524,0,College,Blue
1458,31,4,1,1438.3,0,0.0,4509.0,74,60.932432432432435,0,Unknown,Blue
1461,36,6,1,8459.0,757,0.089,4677.0,87,53.758620689655174,0,Unknown,Blue
1463,40,6,2,6022.0,871,0.145,3745.0,74,50.608108108108105,0,Graduate,Blue
1464,38,3,2,6182.0,1516,0.245,3801.0,61,62.31147540983606,0,College,Blue
1466,36,6,3,2179.0,1632,0.749,4025.0,69,58.333333333333336,0,Graduate,Blue
1467,26,5,3,2346.0,1407,0.6,4116.0,79,52.10126582278481,0,Unknown,Blue
1468,36,3,2,1880.0,0,0.0,2469.0,34,72.61764705882354,0,Graduate,Blue
1469,24,3,3,2069.0,1393,0.673,4962.0,70,70.88571428571429,0,Graduate,Blue
1471,23,5,2,1438.3,0,0.0,4416.0,68,64.94117647058823,0,Graduate,Blue
1474,36,6,2,16388.0,2001,0.122,4477.0,83,53.93975903614458,0,High School,Blue
1475,36,2,2,2905.0,2517,0.866,2487.0,39,63.76923076923077,0,Graduate,Blue
1476,31,6,2,2404.0,1887,0.785,4489.0,75,59.85333333333333,0,Uneducated,Blue
1477,36,4,2,1477.0,0,0.0,2419.0,49,49.36734693877551,0,High School,Blue
1478,30,4,3,3556.0,2517,0.708,2639.0,53,49.79245283018868,0,Post-Graduate,Blue
1479,29,6,1,14345.0,960,0.067,4045.0,72,56.18055555555556,0,Post-Graduate,Blue
1480,36,4,2,2624.0,1458,0.556,4487.0,61,73.55737704918033,0,Uneducated,Blue
1481,29,6,2,1479.0,458,0.31,1811.0,44,41.15909090909091,0,Graduate,Blue
1483,28,4,2,2515.0,1313,0.522,4370.0,68,64.26470588235294,0,High School,Blue
1484,55,4,1,6723.0,968,0.144,3838.0,67,57.28358208955224,0,Graduate,Blue
1485,29,3,4,2756.0,1911,0.693,4656.0,62,75.09677419354838,0,Uneducated,Blue
1487,31,5,2,34516.0,1311,0.038,4485.0,85,52.76470588235294,0,Graduate,Blue
1488,36,3,1,2573.0,1640,0.637,4094.0,77,53.16883116883117,0,Uneducated,Blue
1489,36,5,1,5869.0,0,0.0,4191.0,65,64.47692307692307,0,High School,Blue
1492,36,6,2,1656.0,1429,0.863,4258.0,77,55.298701298701296,0,High School,Blue
1495,38,4,1,1538.0,868,0.564,5228.0,61,85.70491803278688,0,Uneducated,Blue
1496,49,5,1,1438.3,886,0.616,4385.0,91,48.18681318681319,0,High School,Blue
1497,36,4,2,2330.0,2294,0.91323,2107.0,40,52.675,0,College,Blue
1499,29,3,2,3841.0,0,0.0,2832.0,48,59.0,0,College,Blue
1500,37,3,2,8512.0,1471,0.173,4056.0,81,50.074074074074076,0,High School,Blue
1501,32,4,1,2865.0,1176,0.41,3462.0,61,56.75409836065574,0,Unknown,Blue
1502,17,3,1,1468.0,1074,0.732,2050.0,32,64.0625,0,Unknown,Blue
1503,50,4,3,5386.0,0,0.0,4846.0,84,57.69047619047619,0,Graduate,Blue
1504,46,5,1,5402.0,892,0.165,4770.0,83,57.46987951807229,0,Uneducated,Blue
1505,43,6,1,1438.3,1120,0.779,4880.0,77,63.37662337662338,0,Doctorate,Blue
1506,24,5,3,1553.0,1177,0.758,4549.0,68,66.8970588235294,0,Post-Graduate,Blue
1508,50,5,1,1438.3,0,0.0,4148.0,84,49.38095238095238,0,College,Blue
1509,36,5,1,14544.0,0,0.0,4064.0,92,44.17391304347826,0,College,Blue
1512,36,6,2,4499.0,0,0.0,4906.0,75,65.41333333333333,0,High School,Blue
1514,36,4,1,2572.0,1093,0.425,5038.0,86,58.58139534883721,0,Doctorate,Blue
1520,31,6,2,2515.0,1767,0.703,4388.0,67,65.49253731343283,0,Doctorate,Blue
1521,36,3,2,3015.0,0,0.0,4277.0,80,53.4625,0,Unknown,Blue
1523,15,3,2,1438.3,0,0.0,2527.0,49,51.57142857142857,0,Uneducated,Blue
1525,36,6,1,34516.0,2038,0.059,4067.0,75,54.22666666666667,0,Doctorate,Silver
1527,26,3,2,1438.3,0,0.0,2264.0,39,58.05128205128205,0,Unknown,Blue
1528,43,3,2,2846.0,0,0.0,2122.0,44,48.22727272727273,0,College,Blue
1532,34,3,1,3256.0,1013,0.311,5079.0,81,62.7037037037037,0,College,Blue
1533,41,3,1,7184.0,1207,0.168,3244.0,58,55.93103448275862,0,College,Blue
1534,52,6,1,9065.0,641,0.071,4693.0,83,56.54216867469879,0,Uneducated,Blue
1535,50,2,1,3682.0,2517,0.684,1642.0,35,46.91428571428571,0,Uneducated,Blue
1536,34,4,2,5056.0,0,0.0,4428.0,78,56.76923076923077,0,High School,Blue
1539,26,5,2,1934.0,985,0.509,4019.0,78,51.52564102564103,0,Doctorate,Blue
1540,44,3,1,9673.0,0,0.0,3541.0,87,40.701149425287355,0,Uneducated,Blue
1541,41,3,1,3224.0,2111,0.655,3707.0,74,50.0945945945946,0,College,Blue
1542,22,3,2,1556.0,0,0.0,2283.0,46,49.630434782608695,0,High School,Blue
1543,16,6,1,2221.0,1814,0.817,4758.0,64,74.34375,0,College,Blue
1544,31,4,2,1593.0,1091,0.685,4136.0,67,61.73134328358209,0,High School,Blue
1545,33,5,2,1438.3,0,0.0,3932.0,62,63.41935483870968,0,Unknown,Blue
1550,30,4,2,10136.0,0,0.0,4429.0,78,56.782051282051285,0,High School,Blue
1551,29,3,2,30997.0,2330,0.075,3821.0,81,47.17283950617284,0,Uneducated,Blue
1554,40,4,2,1438.3,0,0.0,4692.0,91,51.56043956043956,0,Unknown,Blue
1557,48,3,2,9723.0,1307,0.134,4043.0,76,53.19736842105263,0,College,Blue
1558,55,4,1,2346.0,2150,0.91323,4592.0,90,51.022222222222226,0,Graduate,Blue
1560,19,6,1,1644.0,0,0.0,2533.0,44,57.56818181818182,0,Uneducated,Blue
1562,36,6,2,2182.0,1722,0.789,5377.0,86,62.52325581395349,0,Uneducated,Blue
1563,36,5,2,4045.0,0,0.0,2438.0,41,59.46341463414634,0,Post-Graduate,Blue
1564,54,5,1,9383.0,829,0.088,5783.0,73,79.21917808219177,0,Unknown,Blue
1565,23,4,2,1443.0,0,0.0,2092.0,38,55.05263157894737,0,Uneducated,Blue
1566,39,3,2,2847.0,2082,0.731,3672.0,59,62.23728813559322,0,Graduate,Blue
1569,53,3,3,6960.0,1536,0.221,3112.0,79,39.392405063291136,0,Unknown,Blue
1570,27,3,1,1480.0,1017,0.687,5245.0,80,65.5625,0,Graduate,Blue
1573,47,6,1,3022.0,1627,0.538,4390.0,82,53.53658536585366,0,Uneducated,Blue
1575,36,6,2,7901.0,1184,0.15,3667.0,66,55.56060606060606,0,Uneducated,Blue
1576,53,6,3,7362.0,1907,0.259,4065.0,65,62.53846153846154,0,College,Blue
1578,37,3,1,17785.0,1259,0.071,3890.0,72,54.02777777777778,0,Graduate,Blue
1579,36,4,2,9097.0,1656,0.182,4174.0,85,49.10588235294118,0,Graduate,Blue
1580,36,5,2,8109.0,0,0.0,1835.0,43,42.674418604651166,0,Graduate,Blue
1581,30,3,2,3549.0,0,0.0,3921.0,63,62.23809523809524,0,Uneducated,Blue
1583,36,4,2,2778.0,743,0.267,4515.0,74,61.013513513513516,0,Doctorate,Blue
1585,38,1,2,11025.0,0,0.0,1902.0,28,67.92857142857143,0,Graduate,Blue
1590,36,3,2,2516.0,2312,0.91323,2321.0,36,64.47222222222223,0,Uneducated,Blue
1593,36,3,2,2370.0,2031,0.857,4000.0,79,50.63291139240506,0,Uneducated,Blue
1596,36,5,1,3666.0,1739,0.474,4735.0,84,56.36904761904762,0,High School,Blue
1601,38,5,2,5481.0,0,0.0,3380.0,73,46.3013698630137,0,Graduate,Blue
1602,27,6,2,9026.0,2312,0.256,2229.0,37,60.24324324324324,0,Unknown,Blue
1603,43,5,2,1761.0,1249,0.709,4410.0,73,60.41095890410959,0,Unknown,Blue
1606,36,5,2,2801.0,2467,0.881,4926.0,90,54.733333333333334,0,Graduate,Blue
1609,43,4,3,2961.0,2048,0.692,4056.0,92,44.08695652173913,0,High School,Blue
1611,29,6,2,2895.0,0,0.0,2473.0,42,58.88095238095238,0,Unknown,Blue
1612,34,3,1,6904.0,1148,0.166,3485.0,84,41.48809523809524,0,Uneducated,Blue
1614,19,6,1,7531.0,0,0.0,3833.0,71,53.985915492957744,0,Graduate,Blue
1615,25,3,2,3101.0,0,0.0,2512.0,37,67.89189189189189,0,Graduate,Blue
1616,22,4,2,3372.0,2517,0.746,4209.0,72,58.458333333333336,0,College,Blue
1617,48,3,2,5299.0,578,0.109,4509.0,79,57.075949367088604,0,Uneducated,Blue
1618,35,3,1,2138.0,1283,0.6,4785.0,85,56.294117647058826,0,Graduate,Blue
1622,43,4,1,2866.0,921,0.321,4615.0,72,64.09722222222223,0,Uneducated,Blue
1623,31,4,2,2016.0,978,0.485,4379.0,78,56.14102564102564,0,Graduate,Blue
1625,39,4,3,1773.0,1539,0.868,4087.0,74,55.229729729729726,0,Uneducated,Blue
1626,32,3,1,2314.0,1547,0.669,4678.0,74,63.21621621621622,0,Graduate,Blue
1627,28,3,2,18229.0,0,0.0,2060.0,39,52.82051282051282,0,Doctorate,Blue
1629,30,4,2,2351.0,2127,0.905,4278.0,71,60.25352112676056,0,Graduate,Blue
1630,36,6,1,4202.0,2201,0.524,4385.0,78,56.217948717948715,0,Graduate,Blue
1632,36,4,2,5245.0,802,0.153,3648.0,74,49.2972972972973,0,High School,Blue
1633,27,6,2,2583.0,0,0.0,4162.0,87,47.839080459770116,0,High School,Blue
1634,36,6,1,4928.0,1805,0.366,4767.0,90,52.96666666666667,0,Graduate,Blue
1635,31,6,3,1702.0,1018,0.598,4301.0,86,50.01162790697674,0,Doctorate,Blue
1636,35,4,1,1438.3,0,0.0,4348.0,79,55.037974683544306,0,Unknown,Blue
1637,29,5,3,2863.0,1940,0.678,4985.0,90,55.388888888888886,0,Unknown,Blue
1638,36,6,1,2677.0,2517,0.91323,3911.0,76,51.46052631578947,0,Unknown,Blue
1639,31,4,2,1738.0,0,0.0,4220.0,68,62.05882352941177,0,Doctorate,Blue
1640,36,4,1,1640.0,999,0.609,4597.0,77,59.701298701298704,0,High School,Blue
1641,35,6,2,10600.0,598,0.056,4586.0,81,56.617283950617285,0,College,Blue
1643,45,4,3,2420.0,2379,0.91323,4348.0,86,50.55813953488372,0,Graduate,Blue
1644,34,5,2,2718.0,1718,0.632,4423.0,68,65.04411764705883,0,Doctorate,Blue
1645,27,4,2,1793.0,792,0.442,2374.0,40,59.35,0,High School,Blue
1646,36,4,1,2798.0,1963,0.702,4255.0,64,66.484375,0,Unknown,Blue
1647,35,6,2,2255.0,1769,0.784,4717.0,83,56.83132530120482,0,College,Blue
1648,28,5,1,1744.0,0,0.0,4811.0,86,55.94186046511628,0,High School,Blue
1649,40,4,3,1789.0,1088,0.608,4191.0,90,46.56666666666667,0,College,Blue
1651,55,3,2,5441.0,812,0.149,4480.0,76,58.94736842105263,0,Unknown,Blue
1652,32,3,2,4391.0,0,0.0,4741.0,78,60.782051282051285,0,Unknown,Blue
1653,28,4,3,3044.0,1865,0.613,4854.0,85,57.10588235294118,0,College,Blue
1654,34,3,2,9705.0,850,0.088,2001.0,34,58.85294117647059,0,Graduate,Blue
1655,35,4,3,1786.0,1316,0.737,4306.0,73,58.986301369863014,0,Unknown,Blue
1656,45,6,2,7336.0,1031,0.141,3812.0,67,56.8955223880597,0,Doctorate,Blue
1657,25,4,3,3042.0,0,0.0,4781.0,79,60.51898734177215,0,College,Blue
1658,36,4,3,2713.0,1990,0.734,4027.0,67,60.1044776119403,0,High School,Blue
1659,36,6,1,2178.0,1455,0.668,5363.0,76,70.5657894736842,0,Graduate,Blue
1660,23,3,3,1438.3,0,0.0,3995.0,82,48.71951219512195,0,High School,Blue
1661,37,3,1,1793.0,1284,0.716,3989.0,62,64.33870967741936,0,Graduate,Blue
1663,40,4,2,21800.0,893,0.041,3820.0,62,61.61290322580645,0,Uneducated,Blue
1664,33,6,2,29638.0,857,0.029,3429.0,78,43.96153846153846,0,Graduate,Blue
1665,34,4,1,1963.0,1524,0.776,3492.0,59,59.186440677966104,0,High School,Blue
1667,33,4,2,2392.0,1129,0.472,4309.0,86,50.104651162790695,0,High School,Blue
1668,51,3,2,18734.0,0,0.0,2112.0,52,40.61538461538461,0,High School,Blue
1670,30,5,1,27378.0,1893,0.069,3934.0,78,50.43589743589744,0,College,Blue
1671,36,5,2,2594.0,1686,0.65,4503.0,67,67.2089552238806,0,Unknown,Blue
1672,46,4,2,15011.0,2517,0.168,1821.0,36,50.583333333333336,0,Graduate,Blue
1673,44,5,1,10721.0,0,0.0,4962.0,74,67.05405405405405,0,Unknown,Blue
1674,48,5,2,12286.0,997,0.081,4960.0,83,59.75903614457831,0,Post-Graduate,Blue
1677,35,4,3,3390.0,2180,0.643,4585.0,78,58.782051282051285,0,Graduate,Blue
1678,31,4,2,11186.0,2231,0.199,3692.0,84,43.95238095238095,0,Post-Graduate,Blue
1679,43,3,3,1790.0,1474,0.823,2128.0,40,53.2,0,Doctorate,Blue
1680,28,5,2,2472.0,1899,0.768,4408.0,86,51.25581395348837,0,Graduate,Blue
1681,37,4,3,3189.0,1863,0.584,4805.0,76,63.223684210526315,0,Graduate,Blue
1682,26,3,2,2946.0,2517,0.854,5259.0,89,59.08988764044944,0,High School,Blue
1683,36,5,2,9314.0,1761,0.189,3696.0,80,46.2,0,Uneducated,Blue
1684,37,6,2,3719.0,2517,0.677,2587.0,43,60.16279069767442,0,Doctorate,Blue
1686,30,6,3,3125.0,2041,0.653,4372.0,68,64.29411764705883,0,Doctorate,Blue
1688,24,6,2,1806.0,0,0.0,2833.0,43,65.88372093023256,0,Graduate,Blue
1689,22,4,3,1938.0,1175,0.606,4606.0,75,61.413333333333334,0,Graduate,Blue
1690,29,6,1,2288.0,1505,0.658,4396.0,68,64.6470588235294,0,High School,Blue
1693,36,5,1,2621.0,2486,0.91323,4955.0,78,63.52564102564103,0,Graduate,Blue
1694,36,5,2,2990.0,1828,0.611,2265.0,41,55.24390243902439,0,Graduate,Blue
1696,38,5,3,1605.0,1300,0.81,4495.0,67,67.08955223880596,0,Graduate,Blue
1698,36,5,2,1438.3,1214,0.844,2445.0,39,62.69230769230769,0,College,Blue
1699,36,3,1,4476.0,1492,0.333,4603.0,87,52.9080459770115,0,High School,Blue
1701,20,3,1,1695.0,0,0.0,2428.0,43,56.46511627906977,0,Unknown,Blue
1702,35,3,3,2919.0,2032,0.696,4937.0,75,65.82666666666667,0,Graduate,Blue
1703,31,3,3,2580.0,2137,0.828,2981.0,40,74.525,0,Graduate,Blue
1704,24,4,1,2617.0,1508,0.576,4400.0,60,73.33333333333333,0,Unknown,Blue
1705,32,4,2,16509.0,425,0.026,1740.0,43,40.46511627906977,0,Graduate,Silver
1706,32,1,2,7316.0,1335,0.182,1849.0,50,36.98,0,High School,Blue
1707,36,3,1,8795.0,1318,0.15,4681.0,74,63.25675675675676,0,College,Blue
1708,22,5,2,1695.0,761,0.449,4905.0,91,53.9010989010989,0,College,Blue
1711,27,4,2,4438.0,1513,0.341,3895.0,75,51.93333333333333,0,Graduate,Blue
1712,26,6,3,2933.0,1569,0.535,4956.0,92,53.869565217391305,0,Graduate,Blue
1714,24,4,3,3375.0,1730,0.513,4341.0,64,67.828125,0,Graduate,Blue
1716,50,5,1,2475.0,0,0.0,2574.0,43,59.86046511627907,0,Uneducated,Blue
1718,36,4,2,1771.0,1289,0.728,4813.0,84,57.29761904761905,0,Graduate,Blue
1719,39,3,1,18524.0,1736,0.094,4496.0,64,70.25,0,Graduate,Silver
1722,25,4,2,21961.0,0,0.0,2237.0,39,57.35897435897436,0,Graduate,Blue
1723,28,3,2,11629.0,802,0.069,3752.0,78,48.1025641025641,0,Unknown,Blue
1724,39,6,2,2202.0,1414,0.642,4531.0,77,58.84415584415584,0,Uneducated,Blue
1726,46,6,2,5686.0,0,0.0,4338.0,67,64.74626865671642,0,College,Blue
1727,24,6,3,13951.0,1607,0.115,4576.0,70,65.37142857142857,0,High School,Blue
1729,27,4,1,2204.0,919,0.417,4555.0,82,55.548780487804876,0,High School,Blue
1731,48,4,2,3136.0,1103,0.352,4528.0,81,55.901234567901234,0,High School,Blue
1734,26,5,3,4692.0,0,0.0,4281.0,69,62.04347826086956,0,College,Blue
1735,28,1,2,5821.0,894,0.154,2011.0,42,47.88095238095238,0,Graduate,Blue
1736,36,3,1,8294.0,696,0.084,4136.0,77,53.714285714285715,0,Unknown,Blue
1738,38,4,1,3503.0,1572,0.449,4671.0,93,50.225806451612904,0,Graduate,Blue
1739,39,4,2,17835.0,868,0.049,4258.0,58,73.41379310344827,0,Doctorate,Silver
1741,39,4,2,7128.0,1457,0.204,3534.0,70,50.48571428571429,0,Unknown,Blue
1742,36,4,3,2514.0,2090,0.831,2603.0,53,49.113207547169814,0,Doctorate,Blue
1743,47,6,2,2799.0,0,0.0,4116.0,88,46.77272727272727,0,Graduate,Blue
1744,33,3,1,6223.0,2126,0.342,4518.0,79,57.18987341772152,0,Graduate,Blue
1745,36,5,2,3258.0,2517,0.773,4960.0,77,64.41558441558442,0,Unknown,Blue
1746,36,3,2,34516.0,1170,0.034,3785.0,64,59.140625,0,High School,Blue
1747,43,5,1,1822.0,1114,0.611,5210.0,73,71.36986301369863,0,High School,Blue
1748,36,3,2,3462.0,1817,0.525,4635.0,65,71.3076923076923,0,College,Blue
1752,38,4,2,1438.3,0,0.0,3511.0,64,54.859375,0,Unknown,Blue
1754,49,4,2,1857.0,1528,0.823,4681.0,71,65.92957746478874,0,College,Blue
1755,36,5,2,1936.0,1613,0.833,4773.0,80,59.6625,0,Graduate,Blue
1756,36,4,1,1438.3,0,0.0,4155.0,62,67.01612903225806,0,Unknown,Blue
1757,46,4,1,1438.3,0,0.0,4333.0,84,51.583333333333336,0,Graduate,Blue
1758,48,5,3,4597.0,1316,0.286,3507.0,68,51.5735294117647,0,Unknown,Blue
1759,23,5,3,3279.0,0,0.0,5048.0,75,67.30666666666667,0,High School,Blue
1761,36,5,2,2128.0,528,0.248,2289.0,41,55.829268292682926,0,Graduate,Blue
1762,36,3,2,9909.0,0,0.0,1844.0,41,44.97560975609756,0,Uneducated,Blue
1763,50,3,2,1665.0,983,0.59,4420.0,86,51.395348837209305,0,Graduate,Blue
1766,41,5,2,8051.0,2138,0.266,4370.0,83,52.65060240963855,0,High School,Blue
1767,24,3,2,4304.0,0,0.0,1788.0,36,49.666666666666664,0,Doctorate,Blue
1768,39,4,1,6644.0,2082,0.313,4659.0,76,61.30263157894737,0,Graduate,Blue
1771,30,3,2,8869.0,0,0.0,1935.0,40,48.375,0,Graduate,Blue
1772,31,6,1,2639.0,0,0.0,4892.0,85,57.55294117647059,0,Graduate,Blue
1775,23,6,3,2317.0,1301,0.562,4161.0,71,58.605633802816904,0,Graduate,Blue
1776,35,6,1,2141.0,1176,0.549,4317.0,64,67.453125,0,Graduate,Blue
1777,29,4,1,2616.0,1786,0.683,5219.0,63,82.84126984126983,0,High School,Blue
1778,25,3,1,5494.0,1356,0.247,3566.0,81,44.02469135802469,0,Graduate,Blue
1779,36,3,1,2092.0,1499,0.717,4130.0,80,51.625,0,Uneducated,Blue
1781,23,3,3,7102.0,0,0.0,4083.0,68,60.044117647058826,0,College,Blue
1783,23,6,2,12559.0,0,0.0,4700.0,71,66.19718309859155,0,Unknown,Blue
1784,44,5,1,3881.0,0,0.0,4177.0,66,63.28787878787879,0,High School,Blue
1787,45,4,2,1687.0,992,0.588,4342.0,82,52.951219512195124,0,High School,Blue
1791,36,4,2,3139.0,0,0.0,4892.0,95,51.49473684210526,0,High School,Blue
1793,34,5,2,2996.0,2147,0.717,4724.0,66,71.57575757575758,0,Graduate,Blue
1795,18,3,3,2023.0,1587,0.784,4391.0,79,55.58227848101266,0,Unknown,Blue
1796,36,4,1,1801.0,940,0.522,3797.0,74,51.310810810810814,0,Doctorate,Blue
1797,53,6,3,2195.0,1917,0.873,4205.0,65,64.6923076923077,0,Doctorate,Blue
1799,45,3,2,2453.0,1534,0.625,4185.0,66,63.40909090909091,0,Graduate,Blue
1800,35,3,3,2644.0,1794,0.679,4081.0,72,56.68055555555556,0,High School,Blue
1801,28,3,2,34516.0,825,0.024,2022.0,52,38.88461538461539,0,Graduate,Silver
1803,34,1,3,1654.0,1474,0.891,2086.0,47,44.38297872340426,0,High School,Blue
1804,34,6,3,2558.0,2016,0.788,3792.0,78,48.61538461538461,0,Uneducated,Blue
1806,36,4,1,3416.0,727,0.213,4121.0,83,49.65060240963855,0,Graduate,Blue
1808,40,4,2,2712.0,1686,0.622,4678.0,74,63.21621621621622,0,Graduate,Blue
1809,51,6,1,1438.3,0,0.0,4817.0,81,59.46913580246913,0,College,Blue
1811,25,3,2,1438.3,0,0.0,2500.0,44,56.81818181818182,0,High School,Blue
1812,36,5,1,2763.0,1913,0.692,4136.0,69,59.94202898550725,0,Graduate,Blue
1817,39,5,3,3302.0,2517,0.762,2682.0,47,57.06382978723404,0,High School,Blue
1818,21,6,1,6376.0,1322,0.207,5192.0,70,74.17142857142858,0,Graduate,Blue
1819,36,5,2,1457.0,0,0.0,2200.0,45,48.888888888888886,0,Graduate,Blue
1821,36,3,2,1534.0,0,0.0,2596.0,39,66.56410256410257,0,Unknown,Blue
1824,25,3,1,1438.3,0,0.0,4434.0,73,60.73972602739726,0,Graduate,Blue
1828,34,4,2,4776.0,0,0.0,4581.0,60,76.35,0,Post-Graduate,Blue
1829,36,6,2,3542.0,2417,0.682,4127.0,71,58.12676056338028,0,High School,Blue
1837,15,5,3,4312.0,2517,0.584,2693.0,56,48.089285714285715,0,College,Blue
1839,37,4,2,3378.0,0,0.0,4761.0,81,58.77777777777778,0,Graduate,Blue
1841,24,5,3,1438.3,0,0.0,2355.0,47,50.1063829787234,0,Unknown,Blue
1842,36,5,1,3308.0,2517,0.761,5104.0,85,60.04705882352941,0,Graduate,Blue
1843,36,6,2,2359.0,1509,0.64,5232.0,78,67.07692307692308,0,High School,Blue
1844,27,6,1,2252.0,1826,0.811,5055.0,68,74.33823529411765,0,High School,Blue
1846,51,4,2,2706.0,889,0.329,5047.0,64,78.859375,0,College,Blue
1847,29,4,2,1966.0,1452,0.739,4666.0,74,63.054054054054056,0,Unknown,Blue
1848,30,3,1,5869.0,0,0.0,5103.0,83,61.48192771084337,0,High School,Blue
1849,24,6,2,1438.3,0,0.0,3940.0,82,48.048780487804876,0,Uneducated,Blue
1850,36,6,2,1636.0,986,0.603,4695.0,73,64.31506849315069,0,High School,Blue
1851,38,6,2,1449.0,749,0.517,4039.0,50,80.78,0,Graduate,Blue
1854,33,3,1,7328.0,936,0.128,4518.0,79,57.18987341772152,0,Graduate,Blue
1856,25,6,2,2275.0,1468,0.645,4977.0,88,56.55681818181818,0,Graduate,Blue
